City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,college,64.8569,-147.8028,-11.82,57,75,5.14,US,1682351398
281,pervomayskoye,43.919,46.7102,14.98,70,81,2.64,RU,1682351398
282,naberera,-4.2,36.9333,19.18,86,67,3.03,TZ,1682351398
283,brookings,44.3114,-96.7984,7.19,60,0,5.66,US,1682351142
284,victoria,22.2855,114.1577,24.1,90,68,4.02,HK,1682351233
285,nyurba,63.2842,118.3319,-10.71,97,63,1.96,RU,1682351398
286,fale old settlement,-9.3852,-171.2468,27.91,75,18,2.05,TK,1682351398
287,sao vicente,-23.9631,-46.3919,29.1,50,0,3.13,BR,1682351398
288,santa eularia des riu,38.9846,1.5341,20.95,76,0,3.09,ES,1682351399
289,taunggyi,20.7833,97.0333,19.92,45,3,0.94,MM,1682351399
290,thenia,36.7254,3.5567,22.16,49,27,2.95,DZ,1682351399
291,angaur state,6.906,134.13,28.38,73,78,2.8,PW,1682351399
292,midoun,33.8081,10.9923,29.92,48,0,5.51,TN,1682351399
293,mecca,21.4267,39.8261,31.3,46,33,6.58,SA,1682351399
294,banska stiavnica,48.4486,18.91,9.71,94,100,1.43,SK,1682351399
295,iskateley,67.6803,53.1512,-4.71,88,60,3.93,RU,1682351399
296,kerikeri,-35.2268,173.9474,8.84,90,8,1.52,NZ,1682351189
297,lagos,6.5833,3.75,33.18,60,100,2.33,NG,1682351394
298,queenstown,-31.8976,26.8753,20.86,35,100,2.91,ZA,1682351399
299,intendente alvear,-35.2338,-63.592,23.22,39,99,3.47,AR,1682351399
300,hadibu,12.65,54.0333,28.76,68,41,0.23,YE,1682351400
301,verkhnevilyuysk,63.4453,120.3167,-5.07,92,99,3.62,RU,1682351400
302,shiprock,36.7855,-108.687,10.19,42,83,3.05,US,1682351400
303,oppdal,62.5943,9.6912,-0.98,94,100,3.11,NO,1682351400
304,byron bay,-28.65,153.6167,17.06,66,65,5.96,AU,1682351400
305,nidzica,53.3605,20.4275,19.77,77,100,2.21,PL,1682351401
306,colonia,50.9333,6.95,13.31,61,40,7.72,DE,1682351171
307,sisimiut,66.9395,-53.6735,1.58,94,100,1.61,GL,1682351401
308,san antonio de pale,-1.4014,5.6325,28.28,72,80,1.83,GQ,1682351401
309,baikonur,45.6167,63.3167,18.79,29,0,5.31,KZ,1682351401
310,gadzhiyevo,69.2551,33.3362,-1.75,73,27,4.59,RU,1682351401
311,salalah,17.0151,54.0924,30.05,70,20,5.14,OM,1682351402
312,staunton,38.1496,-79.0717,11.21,46,40,3.09,US,1682351402
313,lumding railway colony,25.749,93.17,20.96,71,0,0.57,IN,1682351403
314,praia da vitoria,38.7333,-27.0667,22.14,64,20,6.77,PT,1682351403
315,khandyga,62.6667,135.6,-5.27,96,100,0.76,RU,1682351403
316,mata-utu,-13.2816,-176.1745,27.38,75,100,1.8,WF,1682351404
317,vadso,70.0744,29.7487,1.09,64,20,5.14,NO,1682351404
318,tralee,52.2704,-9.7026,11.14,54,0,5.14,IE,1682351406
319,coronado,32.6859,-117.1831,16.02,80,100,3.09,US,1682351406
320,ancud,-41.8697,-73.8203,12.82,79,10,5.4,CL,1682351406
321,kapa'a,22.0752,-159.319,20.99,94,0,1.54,US,1682351406
322,uturoa,-16.7333,-151.4333,26.87,80,79,4.82,PF,1682351407
323,sinabang,2.4803,96.3801,27.91,80,98,0.91,ID,1682351407
324,leninskoye,41.7589,69.3864,15.78,62,5,3.31,KZ,1682351408
325,vilyuchinsk,52.9306,158.4028,0.15,84,73,3.58,RU,1682351409
326,broome,42.2506,-75.833,9.74,60,75,3.09,US,1682351409
327,beira,-19.8436,34.8389,22.05,100,0,3.6,MZ,1682351410
328,fiambala,-27.6871,-67.6149,16.55,51,11,0.55,AR,1682351410
329,turkmenbasy,40.0222,52.9552,23.43,38,0,4.12,TM,1682351411
330,sao joao da barra,-21.6403,-41.0511,27.05,65,8,4.25,BR,1682351411
331,weno,7.4515,151.8468,25.97,100,100,0.0,FM,1682351412
332,akureyri,65.6835,-18.0878,1.96,55,40,7.72,IS,1682351412
333,maitum,6.0392,124.4986,25.86,88,100,1.48,PH,1682351412
334,kapoeta,4.7717,33.5903,30.59,42,84,2.17,SS,1682351412
335,taybad,34.74,60.7756,25.56,18,100,4.32,IR,1682351413
336,riti,7.9167,9.6167,35.8,38,98,1.25,NG,1682351413
337,sinop,41.7711,34.8709,8.24,92,95,0.41,TR,1682351413
338,pierre,44.3683,-100.351,9.6,41,0,4.92,US,1682351413
339,twante,16.7167,95.9333,30.07,60,5,4.34,MM,1682351413
340,caarapo,-22.6342,-54.8222,23.64,68,72,4.63,BR,1682351414
341,mbanza-ngungu,-5.25,14.8667,24.53,86,97,1.79,CD,1682351414
342,gao,16.6362,1.637,39.64,8,2,7.57,ML,1682351414
343,sao geraldo do araguaia,-6.4006,-48.555,29.32,63,100,1.55,BR,1682351414
344,belyy yar,53.6039,91.3903,10.94,32,98,2.0,RU,1682351415
345,thanatpin,17.2119,96.3033,30.1,50,6,4.67,MM,1682351415
346,bapatla,15.9,80.4667,28.93,78,8,5.23,IN,1682351415
347,eilat,29.5581,34.9482,30.91,13,0,6.17,IL,1682351415
348,hailey,43.5196,-114.3153,5.92,74,40,2.68,US,1682351416
349,troitskoye,52.9821,84.6757,8.81,87,51,4.97,RU,1682351416
350,grants,35.1473,-107.8514,13.13,26,75,4.12,US,1682351417
351,gornopravdinsk,60.05,69.9,-2.93,81,23,1.9,RU,1682351418
352,al burayqah,30.4062,19.5739,19.49,77,74,8.51,LY,1682351418
353,la'ie,21.6477,-157.9253,22.98,86,29,0.32,US,1682351418
354,opuwo,-18.0607,13.84,30.33,29,29,2.91,NA,1682351419
355,umba,66.6871,34.3429,-0.36,76,97,1.86,RU,1682351419
356,el calafate,-50.3408,-72.2768,12.6,70,86,1.36,AR,1682351420
357,sao gabriel da cachoeira,-0.1303,-67.0892,23.89,94,100,1.03,BR,1682351421
358,sao paulo de olivenca,-3.3783,-68.8725,22.69,99,100,1.64,BR,1682351422
359,sidi bel abbes,35.1899,-0.6309,22.5,33,2,7.02,DZ,1682351422
360,chanika,-5.4167,38.0167,21.77,95,51,2.01,TZ,1682351423
361,al kharijah,25.4514,30.5464,33.39,12,53,6.54,EG,1682351423
362,rouissat,31.9243,5.3502,31.78,14,56,1.6,DZ,1682351423
363,chibougamau,49.9168,-74.3659,3.79,93,100,4.12,CA,1682351241
364,pathein,16.7833,94.7333,28.2,78,2,3.41,MM,1682351424
365,lompoc,34.6391,-120.4579,14.88,100,100,6.17,US,1682351424
366,santa helena,-2.2311,-45.3,33.97,41,89,2.26,BR,1682351424
367,northam,51.0333,-4.2167,10.9,86,53,6.06,GB,1682351425
368,giddings,30.1827,-96.9364,15.24,76,100,0.0,US,1682351425
369,oranjemund,-28.55,16.4333,17.28,94,20,4.35,NA,1682351398
370,hobyo,5.3505,48.5268,29.33,71,25,5.28,SO,1682351426
371,burton upon trent,52.8073,-1.6426,10.6,62,95,5.62,GB,1682351181
372,hagere selam,6.4833,38.5167,10.84,93,88,2.48,ET,1682351427
373,borogontsy,62.6683,131.1683,-4.87,94,100,2.33,RU,1682351427
374,barra do corda,-5.5,-45.25,30.65,52,100,2.88,BR,1682351427
375,mar del plata,-38.0023,-57.5575,19.41,83,75,3.6,AR,1682351253
376,jayapura,-2.5333,140.7,25.66,89,96,1.49,ID,1682351427
377,quellon,-43.1167,-73.6167,11.14,87,75,5.14,CL,1682351428
378,natal,-5.795,-35.2094,32.36,58,40,6.69,BR,1682351287
379,murun-kuren,49.6342,100.1625,3.89,23,99,1.35,MN,1682351428
380,deming,32.2687,-107.7586,13.94,41,0,2.57,US,1682351428
381,anzio,41.4853,12.6179,21.1,78,14,3.25,IT,1682351415
382,gusinoozyorsk,51.2833,106.5,-1.49,57,0,1.18,RU,1682351429
383,tenenkou,14.4572,-4.9169,40.23,8,2,1.0,ML,1682351429
384,conduaga,8.862,117.4893,26.72,85,59,2.66,PH,1682351430
385,susuman,62.7833,148.1667,-14.05,98,77,2.47,RU,1682351430
386,wewak,-3.5534,143.6268,26.85,84,100,1.14,PG,1682351430
387,serra,-20.1286,-40.3078,26.92,65,75,3.09,BR,1682351421
388,kunashak,55.7032,61.5498,17.29,36,92,2.35,RU,1682351431
389,obo,5.3998,26.4869,30.37,38,86,1.47,CF,1682351431
390,balikpapan,-1.2675,116.8289,26.55,89,40,0.0,ID,1682351431
391,basco,20.4487,121.9702,25.07,77,31,6.93,PH,1682351431
392,tomatlan,19.9333,-105.25,29.94,36,13,2.04,MX,1682351431
393,ginir,7.1333,40.7,16.78,81,36,0.67,ET,1682351432
394,collie,-33.3667,116.15,7.44,96,29,1.52,AU,1682351432
395,francistown,-21.17,27.5079,27.15,26,4,4.16,BW,1682351432
396,fort st. john,56.2499,-120.8529,1.94,75,100,4.63,CA,1682351433
397,sos'va,59.1766,61.8558,6.63,74,99,1.88,RU,1682351433
398,cradock,-32.1642,25.6192,22.4,34,100,1.53,ZA,1682351434
399,chystyakove,48.0388,38.5969,10.75,90,100,4.4,UA,1682351434
400,soio,-6.1349,12.3689,27.83,81,39,5.13,AO,1682351434
401,kruisfontein,-34.0033,24.7314,19.94,95,100,3.89,ZA,1682351435
402,hue,16.4667,107.6,26.06,89,40,1.54,VN,1682351435
403,belogorsk,50.9158,128.4611,1.65,68,100,2.85,RU,1682351436
404,newman,37.3138,-121.0208,16.7,72,51,2.24,US,1682351436
405,slave lake,55.2834,-114.769,5.99,61,100,3.6,CA,1682351436
406,greenville,35.6127,-77.3663,14.01,56,100,5.14,US,1682351433
407,cole harbour,44.6724,-63.4751,11.77,72,75,6.69,CA,1682351438
408,tofol,5.3248,163.0078,24.52,91,100,3.31,FM,1682351438
409,luderitz,-26.6481,15.1594,18.45,82,5,5.29,NA,1682351438
410,aykhal,66.0,111.5,-12.28,94,8,1.33,RU,1682351438
411,saint-pierre,-21.3393,55.4781,27.82,74,100,2.57,RE,1682351439
412,maues,-3.3836,-57.7186,32.96,49,53,2.03,BR,1682351439
413,taoyuan city,24.9937,121.297,19.49,90,75,6.17,TW,1682351439
414,ceerigaabo,10.6162,47.368,20.53,64,76,2.7,SO,1682351439
415,akrehamn,59.2667,5.1833,8.45,70,75,12.35,NO,1682351439
416,voss,60.623,6.4229,7.52,95,100,0.81,NO,1682351439
417,namtsy,62.7161,129.6658,-3.58,92,100,4.64,RU,1682351439
418,qiancheng,27.185,109.7654,8.46,96,100,1.21,CN,1682351440
419,ponta delgada,37.7333,-25.6667,18.4,94,75,3.6,PT,1682351440
420,nova sintra,14.8667,-24.7167,20.02,74,1,9.82,CV,1682351440
421,shiyan,32.6475,110.7781,7.32,93,100,1.14,CN,1682351440
422,faya-largeau,17.9257,19.1043,41.94,7,0,4.12,TD,1682351440
423,berezovyy,51.6667,135.7,-1.91,75,99,3.45,RU,1682351440
424,sena madureira,-9.0656,-68.6569,26.8,82,64,2.48,BR,1682351440
425,suva,-18.1416,178.4415,22.71,94,20,1.54,FJ,1682351440
426,pont-rouge,46.7566,-71.6978,6.64,97,100,4.48,CA,1682351441
427,gilau,46.7324,23.3617,12.25,72,100,0.32,RO,1682351441
428,pieksamaki,62.3,27.1333,6.16,83,100,2.81,FI,1682351441
429,dali,25.7,100.1833,13.61,56,20,2.75,CN,1682351441
430,i-n-salah,27.1935,2.4607,34.26,8,21,6.6,DZ,1682351441
431,rakops,-21.0167,24.3333,29.29,21,4,2.74,BW,1682351442
432,tabas,33.5959,56.9244,28.85,20,90,4.03,IR,1682351442
433,inongo,-1.95,18.2667,25.85,73,79,1.06,CD,1682351443
434,morehead city,34.7229,-76.726,18.32,81,100,4.12,US,1682351284
435,kawalu,-7.3817,108.2082,22.75,98,99,1.15,ID,1682351443
436,geraldton,-28.7667,114.6,17.23,59,100,4.63,AU,1682351443
437,cadale,2.7603,46.3222,28.97,73,100,4.16,SO,1682351443
438,mana,5.6592,-53.7767,24.77,90,100,4.39,GF,1682351444
439,balsas,-7.5325,-46.0356,31.84,44,85,3.33,BR,1682351444
440,hami,42.8,93.45,15.42,16,5,0.71,CN,1682351444
441,al mijlad,11.0333,27.7333,36.54,26,99,4.35,SD,1682351445
442,haikou,20.0458,110.3417,24.07,94,40,4.0,CN,1682351445
443,al hufuf,25.3646,49.5653,35.19,20,40,6.17,SA,1682351445
444,major isidoro,-9.5322,-36.985,30.6,46,100,5.44,BR,1682351445
445,chester,40.1254,-75.8749,12.96,50,3,1.79,US,1682351445
446,nyagan,62.1406,65.3936,-6.58,92,15,2.28,RU,1682351445
447,tacuarembo,-31.7333,-55.9833,26.7,36,53,3.18,UY,1682351446
448,dipolog,8.5894,123.3414,26.79,83,54,2.74,PH,1682351446
449,road town,18.4167,-64.6167,29.05,61,40,2.57,VG,1682351417
450,port saint john's,-31.6229,29.5448,23.99,66,100,2.0,ZA,1682351446
451,tsiombe,-25.3,45.4833,21.21,82,40,2.61,MG,1682351446
452,panama city beach,30.1766,-85.8055,23.88,52,0,7.2,US,1682351446
453,kenai,60.5544,-151.2583,-1.59,79,0,0.0,US,1682351446
454,kili,5.6439,169.1211,28.08,80,100,7.12,MH,1682351446
455,vila velha,-20.3297,-40.2925,27.19,70,75,3.09,BR,1682351446
456,new norfolk,-42.7826,147.0587,12.06,78,25,1.73,AU,1682351447
457,touros,-5.1989,-35.4608,30.24,63,57,7.18,BR,1682351447
458,el hadjira,32.6134,5.5126,31.86,15,88,2.54,DZ,1682351447
459,taksimo,56.3444,114.8794,-5.41,63,90,1.59,RU,1682351447
460,xichang,27.8964,102.2634,14.25,66,19,3.27,CN,1682351447
461,qashyr,53.0675,76.1036,8.52,31,80,8.26,KZ,1682351447
462,peace river,56.2501,-117.286,6.17,88,100,6.17,CA,1682351447
463,nadi,-17.8,177.4167,23.0,94,20,2.57,FJ,1682351447
464,east london,-33.0153,27.9116,23.52,68,0,2.06,ZA,1682351447
465,aktau,43.65,51.2,24.32,26,63,11.65,KZ,1682351448
466,salinopolis,-0.6136,-47.3561,28.33,72,94,3.54,BR,1682351448
467,huskvarna,57.786,14.3021,14.0,54,20,4.12,SE,1682351448
468,calama,-22.4667,-68.9333,17.27,29,0,2.57,CL,1682351448
469,chul'man,56.8479,124.9104,-10.88,97,100,1.49,RU,1682351448
470,shingu,33.7333,135.9833,10.07,89,100,3.01,JP,1682351448
471,keflavik,64.0049,-22.5624,7.95,65,75,3.6,IS,1682351448
472,dubbo,-32.25,148.6167,15.07,82,0,5.14,AU,1682351448
473,laguna,38.421,-121.4238,19.45,66,0,2.06,US,1682351449
474,pasni,25.2631,63.471,26.99,82,100,3.13,PK,1682351449
475,solnechnyy,50.7214,136.6319,-1.07,64,32,3.79,RU,1682351449
476,thames,-37.1333,175.5333,6.59,74,0,1.24,NZ,1682351449
477,qianjiang,30.4151,112.8859,8.85,92,100,5.23,CN,1682351449
478,moyale,3.5167,39.0584,22.19,80,97,3.66,KE,1682351449
479,taro,-8.3862,115.28,24.0,95,81,0.56,ID,1682351449
480,scone,56.4194,-3.4051,9.38,51,100,1.34,GB,1682351449
481,zouerate,22.7187,-12.4521,32.41,13,0,1.41,MR,1682351449
482,hungerford,51.4151,-1.5156,9.1,95,100,5.04,GB,1682351449
483,douglas,41.3,-96.167,12.36,51,40,2.06,US,1682351450
484,ribeira brava,32.65,-17.0667,23.17,69,100,1.25,PT,1682351450
485,kasongo-lunda,-6.4667,16.8167,25.47,83,87,0.59,CD,1682351450
486,lhokseumawe,5.1801,97.1507,25.96,80,100,2.22,ID,1682351450
487,minot air force base,48.4209,-101.3391,6.23,63,0,4.12,US,1682351450
488,bangassou,4.7413,22.8184,26.19,67,97,1.65,CF,1682351450
489,fort mcmurray,56.7268,-111.381,5.73,70,100,2.57,CA,1682351450
490,kourou,5.1552,-52.6478,28.03,87,100,2.19,GF,1682351450
491,kokopo,-4.352,152.2633,25.13,87,80,2.0,PG,1682351451
492,suntar,62.1444,117.6319,-12.82,100,42,0.16,RU,1682351451
493,qusmuryn,52.4503,64.6311,14.23,40,32,1.76,KZ,1682351451
494,ravar,31.2656,56.8055,21.46,37,99,8.42,IR,1682351451
495,torpoint,50.3751,-4.1957,13.65,72,12,3.58,GB,1682351451
496,lebu,-37.6167,-73.65,15.02,68,1,2.18,CL,1682351451
497,astrakhan,46.3497,48.0408,18.93,52,0,6.0,RU,1682351451
498,chernyshevsk,52.5243,117.0174,-4.29,70,8,2.22,RU,1682351451
499,guardo,42.7897,-4.8482,17.58,50,86,4.33,ES,1682351452
500,tateyama,34.9833,139.8667,13.17,63,100,5.01,JP,1682351452
501,kardla,58.9978,22.7492,7.81,87,100,4.12,EE,1682351452
502,shahrak,34.1074,64.3052,14.72,33,99,1.92,AF,1682351452
503,hilo,19.7297,-155.09,25.16,91,75,1.34,US,1682351452
504,labrador city,52.9463,-66.9114,5.95,56,0,3.6,CA,1682351409
505,poplar bluff,36.757,-90.3929,13.85,51,0,1.54,US,1682351452
506,caxito,-8.5785,13.6643,28.29,82,80,3.14,AO,1682351452
507,margate,51.3813,1.3862,11.5,66,100,1.34,GB,1682351452
508,waingapu,-9.6567,120.2641,25.73,86,16,3.74,ID,1682351452
509,qarqaraly,49.4058,75.4742,6.03,77,71,4.73,KZ,1682351452
510,fonte boa,-2.4959,-66.2662,27.15,92,89,1.85,BR,1682351453
511,chegdomyn,51.1167,133.0167,-4.83,81,18,1.63,RU,1682351453
512,urangan,-25.3,152.9,23.09,65,26,8.64,AU,1682351453
513,urengoy,65.9667,78.3667,-5.58,92,100,5.62,RU,1682351453
514,arafat,21.3594,39.9664,31.3,47,50,6.28,SA,1682351453
515,sedalia,38.7045,-93.2283,14.3,35,0,4.63,US,1682351453
516,preobrazheniye,42.9019,133.9064,3.01,61,27,4.07,RU,1682351453
517,st. john's,47.5649,-52.7093,4.88,95,100,10.28,CA,1682351328
518,quepos,9.4236,-84.1652,29.9,64,16,2.45,CR,1682351454
519,aruja,-23.3961,-46.3208,25.42,53,0,4.12,BR,1682351293
520,grenada,37.1882,-3.6067,29.39,17,20,4.12,ES,1682351436
521,benghazi,32.1167,20.0667,19.45,71,0,8.6,LY,1682351454
522,vikulovo,56.8167,70.6107,2.96,49,69,3.0,RU,1682351454
523,karatuzskoye,53.6072,92.8667,6.99,63,98,2.55,RU,1682351454
524,bodo,67.28,14.405,4.02,48,32,2.06,NO,1682351454
525,ishikawa,26.4233,127.8214,22.98,78,100,2.06,JP,1682351454
526,williams lake,52.1415,-122.1445,7.81,83,75,1.54,CA,1682351454
527,akwanga,8.9167,8.3833,31.08,43,100,1.92,NG,1682351454
528,puerto colombia,10.9878,-74.9547,30.05,72,68,5.04,CO,1682351454
529,minas de marcona,-15.2119,-75.1103,22.07,59,2,6.52,PE,1682351454
530,laojunmiao,39.8333,97.7333,6.37,31,0,1.53,CN,1682351454
531,menaka,15.9182,2.4022,40.78,8,9,3.95,ML,1682351455
532,ke-macina,13.9623,-5.3572,39.98,8,3,1.26,ML,1682351455
533,kochenevo,55.0218,82.202,7.66,80,100,8.07,RU,1682351455
534,constitucion,-35.3333,-72.4167,16.08,72,47,3.23,CL,1682351455
535,macapa,0.0389,-51.0664,29.99,79,40,4.12,BR,1682351254
536,deori khas,23.4,79.0167,29.35,17,95,4.29,IN,1682351455
537,xiongzhou,25.1167,114.3,15.29,93,100,1.76,CN,1682351455
538,santa vitoria do palmar,-33.5189,-53.3681,24.66,59,44,3.72,BR,1682351455
539,zhangye,38.9342,100.4517,9.55,36,20,1.39,CN,1682351455
540,crucecita,-28.95,-58.9833,22.31,52,100,3.7,AR,1682351456
541,nueva gerona,21.8833,-82.8,29.98,51,72,3.95,CU,1682351456
542,wynyard,-41.0,145.7167,10.54,93,3,2.21,AU,1682351456
543,maragogi,-9.0122,-35.2225,27.89,73,100,5.48,BR,1682351234
544,puerto baquerizo moreno,-0.9,-89.6,27.55,78,40,2.06,EC,1682351456
545,lingcheng,22.7072,110.3492,19.31,92,100,2.6,CN,1682351456
546,coahuayana de hidalgo,18.7,-103.6583,29.26,56,84,1.84,MX,1682351456
547,pandan,14.0453,124.1694,25.94,80,11,3.68,PH,1682351456
548,ansalta,42.6894,46.1178,13.23,77,60,1.74,RU,1682351456
549,chingirlau,51.095,54.0814,14.66,44,88,3.07,KZ,1682351456
550,zaozersk,69.4005,32.4476,-2.94,77,30,3.23,RU,1682351457
551,arkhangel'sk,64.5401,40.5433,1.06,100,75,3.0,RU,1682351457
552,likiep,9.8251,169.3107,27.3,82,100,9.1,MH,1682351457
553,whitby,54.4877,-0.615,8.51,76,100,4.92,GB,1682351457
554,koszalin,54.1944,16.1722,11.49,85,100,1.44,PL,1682351457
555,paita,-5.0892,-81.1144,26.14,77,100,2.32,PE,1682351457
556,cuito,-12.3833,16.9333,20.95,75,82,1.62,AO,1682351457
557,mount pearl,47.5166,-52.7813,4.42,95,100,8.75,CA,1682351457
558,bayanhongor,46.7167,100.1167,-2.96,49,35,2.2,MN,1682351457
559,buba,11.5833,-15.0,40.6,21,53,4.87,GW,1682351457
560,lerwick,60.1545,-1.1494,5.0,61,100,10.62,GB,1682351458
561,turbat,26.0023,63.044,28.81,56,98,5.17,PK,1682351458
562,acarau,-2.8856,-40.12,29.82,64,44,4.5,BR,1682351287
